OBJECT_ID,County_Name,Population,Town_Death,Death_Rate,Poisson,NB_BYM
345,Essex,64374,231,0.0035884052567806877,147.73735243724693,224.77925161934948
346,Essex,30484,92,0.003017976643485107,84.02356012597518,92.49295475188269
348,Hudson,52662,142,0.0026964414568379476,138.35082589511677,145.2222687191995
349,Hudson,11317,32,0.002827604488822126,21.845108274578408,31.84225980593162
352,Hudson,20125,50,0.002484472049689441,48.46953198535309,49.973776204105604
353,Essex,36181,66,0.0018241618529062215,92.91364442013878,68.02572366833971
354,Essex,29846,70,0.0023453729142933724,68.67039345363364,71.16813776620893
356,Hudson,61619,162,0.002629059218747464,150.7228854027974,164.10577929966394
357,Essex,47359,186,0.003927447792394265,120.16403383399624,180.8304425148114
359,Essex,7584,9,0.0011867088607594937,7.660352965743552,8.828275659658129
361,Essex,2110,2,9.478672985781991e-4,3.3397403374357078,2.415005236640647
363,Essex,28478,36,0.0012641337172554252,52.311308495651744,37.01184328290942
364,Essex,5834,14,0.0023997257456290708,15.495549820533752,14.263415811169802
368,Essex,7969,11,0.0013803488518007278,13.950507698486883,11.18680848043968
370,Essex,49260,69,0.0014007308160779537,95.73082737257354,70.639229274673
371,Essex,13437,14,0.0010418992334598498,24.025010922197364,14.842944735464396
378,Essex,38427,52,0.0013532151872381398,55.5666254729393,52.55499987194455
381,Essex,10858,48,0.004420703628660895,19.923015181573636,44.043346691150475
390,Essex,6615,4,6.046863189720333e-4,9.902320402709346,4.84713833273057
399,Essex,7486,17,0.0022709056906224955,20.171889194059947,16.747069789854045
400,Sussex,7974,3,3.762227238525207e-4,6.729457201056662,3.4101017318026425
409,Sussex,3346,1,2.9886431560071725e-4,3.956264526175138,2.1021116465430656
433,Sussex,14281,7,4.901617533786149e-4,15.029270093282243,7.822359637118783
434,Sussex,589,0,0,0.5104403395583523,0.300934383072735
437,Sussex,3484,0,0,4.7540549711675375,1.5146496346480256
462,Sussex,3197,1,3.1279324366593683e-4,5.986689181361961,2.0261024963130314
468,Sussex,2317,2,8.631851532153647e-4,2.4194398682895795,1.8476224920163975
470,Sussex,18720,12,6.41025641025641e-4,19.398598058630828,12.171891902456283
472,Sussex,4778,2,4.185851820845542e-4,5.439106358432487,2.5151784943196773
473,Sussex,786,0,0,1.131223025892337,0.47501274089455264
474,Sussex,3148,1,3.176620076238882e-4,4.354458219248153,2.073792886498402
475,Sussex,2328,0,0,3.717998045499853,1.1698299923271105
477,Sussex,7849,3,3.822142948146261e-4,11.99238772295714,4.106025732705926
480,Sussex,1870,1,5.347593582887701e-4,1.8959721544387005,1.3257110451335044
481,Sussex,5340,23,0.004307116104868914,10.590397757330255,19.550961960292245
482,Sussex,1999,1,5.002501250625312e-4,2.655371953763884,1.184028348732118
483,Sussex,22216,6,2.700756211739287e-4,23.341147772628176,7.396868411792986
484,Sussex,10925,1,9.153318077803204e-5,16.73067102503611,3.031842193790707
486,Union,21928,31,0.0014137176213060926,53.26677805436309,32.916912588506705
487,Hudson,17213,22,0.0012781037587869634,30.331056347491685,23.689357275409744
488,Hudson,2644,8,0.0030257186081694403,10.127392305297997,8.735071658456288
489,Essex,54079,162,0.00299561752251336,129.99422334685173,160.09800200955564
490,Essex,281054,664,0.0023625353134984735,627.7107846231204,665.4349916796516
491,Hudson,261940,516,0.0019699167748339313,511.26148443549516,521.5314400357839
492,Sussex,7910,12,0.0015170670037926676,14.86095432054172,11.859967126504696
493,Sussex,4879,3,6.148800983808157e-4,7.681767890923929,3.5087971312997754
494,Sussex,3911,0,0,5.9431770161695425,1.3107189213589827
495,Hunterdon,3752,2,5.330490405117271e-4,4.587244711659713,2.253093125678587
496,Hunterdon,15897,5,3.145247530980688e-4,18.504038441098263,6.350574393281824
498,Morris,10299,33,0.003204194581998252,13.419087565424466,30.126762841642357
499,Morris,16377,17,0.0010380411552787447,21.232931522348586,17.386141250579627
508,Morris,11072,16,0.001445086705202312,24.616914517899605,17.16322170676819
509,Morris,18429,12,6.511476477291225e-4,21.23267225797701,12.660675709449364
512,Morris,25549,21,8.219499784727387e-4,25.108383960929498,20.927503295707545
514,Morris,52407,76,0.0014501879519911462,79.34324902322741,75.44459051747874
515,Morris,17977,58,0.0032263447738777326,42.3691839938768,58.675718430889745
519,Morris,8398,25,0.002976899261728983,10.570074703309839,22.709572041332464
525,Morris,4292,1,2.3299161230195712e-4,5.732842809043684,2.242281811303159
528,Morris,7679,4,5.209011590050788e-4,10.097281532118473,5.062199978666233
529,Morris,25069,11,4.3878894251864854e-4,31.815740439173826,12.65099578242267
530,Morris,21035,8,3.8031851675778466e-4,22.287622933718524,9.286701508146882
531,Atlantic,8362,25,0.00298971537909591,9.04239851172514,21.750036661542016
